,data,godzina,dom,wyjazd,wynik
400,1993-09-11,,Warta Poznań,Widzew Łódź,1:1
401,1993-09-11,,ŁKS Łódź,Lech Poznań,1:0
402,1993-09-11,,TS Tygodnik Miliarder Pniewy,Siarka Tarnobrzeg,1:1
403,1993-09-11,,Polonia Warszawa,Hutnik Kraków,0:0
404,1993-09-11,,Górnik Zabrze,Zagłębie Lubin,1:1
405,1993-09-25,,Pogoń Szczecin,Zagłębie Lubin,2:2
406,1993-09-25,,Hutnik Kraków,Górnik Zabrze,0:0
407,1993-09-25,,Siarka Tarnobrzeg,Polonia Warszawa,0:2
408,1993-09-25,,Lech Poznań,TS Tygodnik Miliarder Pniewy,2:0
409,1993-09-25,,Widzew Łódź,ŁKS Łódź,0:1
410,1993-09-25,,FKS Stal Mielec,Warta Poznań,1:1
411,1993-09-25,,Legia Warszawa,Zawisza Bydgoszcz,5:0
412,1993-09-25,,Ruch Chorzów,Stal Stalowa Wola,1:0
413,1993-09-25,,GKS Katowice,Wisła Kraków,1:0
414,1993-10-02,,Wisła Kraków,Pogoń Szczecin,1:1
415,1993-10-02,,Stal Stalowa Wola,GKS Katowice,0:1
416,1993-10-02,,Zawisza Bydgoszcz,Ruch Chorzów,3:2
417,1993-10-02,,Warta Poznań,Legia Warszawa,0:0
418,1993-10-02,,ŁKS Łódź,FKS Stal Mielec,5:0
419,1993-10-02,,TS Tygodnik Miliarder Pniewy,Widzew Łódź,0:1
420,1993-10-02,,Polonia Warszawa,Lech Poznań,1:0
421,1993-10-02,,Górnik Zabrze,Siarka Tarnobrzeg,2:1
422,1993-10-02,,Zagłębie Lubin,Hutnik Kraków,3:2
423,1993-10-16,,Pogoń Szczecin,Hutnik Kraków,1:1
424,1993-10-16,,Siarka Tarnobrzeg,Zagłębie Lubin,0:2
425,1993-10-16,,Lech Poznań,Górnik Zabrze,0:0
426,1993-10-16,,Widzew Łódź,Polonia Warszawa,2:2
427,1993-10-16,,FKS Stal Mielec,TS Tygodnik Miliarder Pniewy,0:3
428,1993-10-16,,Legia Warszawa,ŁKS Łódź,0:0
429,1993-10-16,,Ruch Chorzów,Warta Poznań,1:1
430,1993-10-16,,GKS Katowice,Zawisza Bydgoszcz,3:0
431,1993-10-16,,Wisła Kraków,Stal Stalowa Wola,1:2
432,1993-10-30,,Stal Stalowa Wola,Pogoń Szczecin,2:2
433,1993-10-30,,Zawisza Bydgoszcz,Wisła Kraków,2:2
434,1993-10-30,,Warta Poznań,GKS Katowice,0:2
435,1993-10-30,,ŁKS Łódź,Ruch Chorzów,5:0
436,1993-10-30,,TS Tygodnik Miliarder Pniewy,Legia Warszawa,1:2
437,1993-10-30,,Polonia Warszawa,FKS Stal Mielec,1:1
438,1993-10-30,,Górnik Zabrze,Widzew Łódź,2:0
439,1993-10-30,,Zagłębie Lubin,Lech Poznań,2:2
440,1993-10-30,,Hutnik Kraków,Siarka Tarnobrzeg,3:0
441,1993-11-06,,Pogoń Szczecin,Siarka Tarnobrzeg,0:0
442,1993-11-06,,Lech Poznań,Hutnik Kraków,0:2
443,1993-11-06,,Widzew Łódź,Zagłębie Lubin,1:1
444,1993-11-06,,FKS Stal Mielec,Górnik Zabrze,0:1
445,1993-11-06,,Legia Warszawa,Polonia Warszawa,2:1
446,1993-11-06,,Ruch Chorzów,TS Tygodnik Miliarder Pniewy,3:2
447,1993-11-06,,GKS Katowice,ŁKS Łódź,1:2
448,1993-11-06,,Wisła Kraków,Warta Poznań,2:2
449,1993-11-06,,Stal Stalowa Wola,Zawisza Bydgoszcz,1:0
450,1993-11-20,,Zawisza Bydgoszcz,Pogoń Szczecin,1:1
451,1993-11-20,,Warta Poznań,Stal Stalowa Wola,0:1
452,1993-11-20,,ŁKS Łódź,Wisła Kraków,1:1
453,1993-11-20,,TS Tygodnik Miliarder Pniewy,GKS Katowice,2:2
454,1993-11-20,,Polonia Warszawa,Ruch Chorzów,0:3
455,1993-11-20,,Górnik Zabrze,Legia Warszawa,2:1
456,1993-11-20,,Zagłębie Lubin,FKS Stal Mielec,2:1
457,1993-11-20,,Hutnik Kraków,Widzew Łódź,0:1
458,1993-11-20,,Siarka Tarnobrzeg,Lech Poznań,0:3
459,1994-03-12,,Pogoń Szczecin,Lech Poznań,0:0
460,1994-03-12,,Siarka Tarnobrzeg,Widzew Łódź,2:2
461,1994-03-12,,Hutnik Kraków,FKS Stal Mielec,0:0
462,1994-03-12,,Zagłębie Lubin,Legia Warszawa,1:2
463,1994-03-12,,Górnik Zabrze,Ruch Chorzów,0:0
464,1994-03-12,,Polonia Warszawa,GKS Katowice,1:1
465,1994-03-12,,TS Tygodnik Miliarder Pniewy,Wisła Kraków,5:0
466,1994-03-12,,ŁKS Łódź,Stal Stalowa Wola,3:0
467,1994-03-12,,Warta Poznań,Zawisza Bydgoszcz,2:1
468,1994-03-19,,Warta Poznań,Pogoń Szczecin,1:0
469,1994-03-19,,Zawisza Bydgoszcz,ŁKS Łódź,0:0
470,1994-03-19,,Stal Stalowa Wola,TS Tygodnik Miliarder Pniewy,2:0
471,1994-03-19,,Wisła Kraków,Polonia Warszawa,2:0
472,1994-03-19,,GKS Katowice,Górnik Zabrze,1:1
473,1994-03-19,,Ruch Chorzów,Zagłębie Lubin,2:2
474,1994-03-19,,Legia Warszawa,Hutnik Kraków,5:0
475,1994-03-19,,FKS Stal Mielec,Siarka Tarnobrzeg,3:0
476,1994-03-19,,Widzew Łódź,Lech Poznań,0:0
477,1994-03-26,,Pogoń Szczecin,Widzew Łódź,1:0
478,1994-03-26,,Lech Poznań,FKS Stal Mielec,0:1
479,1994-03-26,,Siarka Tarnobrzeg,Legia Warszawa,1:4
480,1994-03-26,,Hutnik Kraków,Ruch Chorzów,1:1
481,1994-03-26,,Zagłębie Lubin,GKS Katowice,1:2
482,1994-03-26,,Górnik Zabrze,Wisła Kraków,1:0
483,1994-03-26,,Polonia Warszawa,Stal Stalowa Wola,3:2
484,1994-03-26,,TS Tygodnik Miliarder Pniewy,Zawisza Bydgoszcz,2:1
485,1994-03-26,,ŁKS Łódź,Warta Poznań,4:1
486,1994-04-02,,ŁKS Łódź,Pogoń Szczecin,2:0
487,1994-04-02,,Warta Poznań,TS Tygodnik Miliarder Pniewy,0:1
488,1994-04-02,,Zawisza Bydgoszcz,Polonia Warszawa,2:2
489,1994-04-02,,Stal Stalowa Wola,Górnik Zabrze,1:1
490,1994-04-02,,Wisła Kraków,Zagłębie Lubin,1:1
491,1994-04-02,,GKS Katowice,Hutnik Kraków,3:0
492,1994-04-02,,Ruch Chorzów,Siarka Tarnobrzeg,2:0
493,1994-04-02,,Legia Warszawa,Lech Poznań,2:0
494,1994-04-02,,FKS Stal Mielec,Widzew Łódź,0:0
495,1994-04-09,,Pogoń Szczecin,FKS Stal Mielec,1:1
496,1994-04-09,,Widzew Łódź,Legia Warszawa,1:1
497,1994-04-09,,Lech Poznań,Ruch Chorzów,1:1
498,1994-04-09,,Siarka Tarnobrzeg,GKS Katowice,1:1
499,1994-04-09,,Hutnik Kraków,Wisła Kraków,1:0
500,1994-04-09,,Zagłębie Lubin,Stal Stalowa Wola,0:1
501,1994-04-09,,Górnik Zabrze,Zawisza Bydgoszcz,5:0
502,1994-04-09,,Polonia Warszawa,Warta Poznań,1:2
503,1994-04-09,,TS Tygodnik Miliarder Pniewy,ŁKS Łódź,0:0
504,1994-04-16,,TS Tygodnik Miliarder Pniewy,Pogoń Szczecin,0:0
505,1994-04-16,,ŁKS Łódź,Polonia Warszawa,1:1
506,1994-04-16,,Warta Poznań,Górnik Zabrze,1:3
507,1994-04-16,,Zawisza Bydgoszcz,Zagłębie Lubin,1:2
508,1994-04-16,,Stal Stalowa Wola,Hutnik Kraków,0:0
509,1994-04-16,,Wisła Kraków,Siarka Tarnobrzeg,0:0
510,1994-04-16,,GKS Katowice,Lech Poznań,2:1
511,1994-04-16,,Ruch Chorzów,Widzew Łódź,0:2
512,1994-04-16,,Legia Warszawa,FKS Stal Mielec,3:0
513,1994-04-23,,Pogoń Szczecin,Legia Warszawa,0:0
514,1994-04-23,,FKS Stal Mielec,Ruch Chorzów,0:1
515,1994-04-23,,Widzew Łódź,GKS Katowice,0:0
516,1994-04-23,,Lech Poznań,Wisła Kraków,3:1
517,1994-04-23,,Siarka Tarnobrzeg,Stal Stalowa Wola,1:0
518,1994-04-23,,Hutnik Kraków,Zawisza Bydgoszcz,0:1
519,1994-04-23,,Zagłębie Lubin,Warta Poznań,5:0
520,1994-04-23,,Górnik Zabrze,ŁKS Łódź,1:2
521,1994-04-23,,Polonia Warszawa,TS Tygodnik Miliarder Pniewy,1:1
522,1994-04-27,,Polonia Warszawa,Pogoń Szczecin,0:1
523,1994-04-27,,TS Tygodnik Miliarder Pniewy,Górnik Zabrze,1:0
524,1994-04-27,,ŁKS Łódź,Zagłębie Lubin,2:0
525,1994-04-27,,Warta Poznań,Hutnik Kraków,1:1
526,1994-04-27,,Zawisza Bydgoszcz,Siarka Tarnobrzeg,0:0
527,1994-04-27,,Stal Stalowa Wola,Lech Poznań,1:1
528,1994-04-27,,Wisła Kraków,Widzew Łódź,1:0
529,1994-04-27,,GKS Katowice,FKS Stal Mielec,2:0
530,1994-04-27,,Ruch Chorzów,Legia Warszawa,0:2
531,1994-04-30,,Pogoń Szczecin,Ruch Chorzów,2:1
532,1994-04-30,,Legia Warszawa,GKS Katowice,0:0
533,1994-04-30,,FKS Stal Mielec,Wisła Kraków,4:0
534,1994-04-30,,Widzew Łódź,Stal Stalowa Wola,0:0
535,1994-04-30,,Lech Poznań,Zawisza Bydgoszcz,3:2
536,1994-04-30,,Siarka Tarnobrzeg,Warta Poznań,2:1
537,1994-04-30,,Hutnik Kraków,ŁKS Łódź,0:0
538,1994-04-30,,Zagłębie Lubin,TS Tygodnik Miliarder Pniewy,0:1
539,1994-04-30,,Górnik Zabrze,Polonia Warszawa,2:1
540,1994-05-07,,Górnik Zabrze,Pogoń Szczecin,3:2
541,1994-05-07,,Polonia Warszawa,Zagłębie Lubin,0:1
542,1994-05-07,,TS Tygodnik Miliarder Pniewy,Hutnik Kraków,2:1
543,1994-05-07,,ŁKS Łódź,Siarka Tarnobrzeg,1:0
544,1994-05-07,,Warta Poznań,Lech Poznań,1:1
545,1994-05-07,,Zawisza Bydgoszcz,Widzew Łódź,1:4
546,1994-05-07,,Stal Stalowa Wola,FKS Stal Mielec,1:0
547,1994-05-07,,Wisła Kraków,Legia Warszawa,1:1
548,1994-05-07,,GKS Katowice,Ruch Chorzów,1:0
549,1994-05-14,,Pogoń Szczecin,GKS Katowice,1:1
550,1994-05-14,,Ruch Chorzów,Wisła Kraków,1:0
551,1994-05-14,,Legia Warszawa,Stal Stalowa Wola,5:1
552,1994-05-14,,FKS Stal Mielec,Zawisza Bydgoszcz,1:0
553,1994-05-14,,Widzew Łódź,Warta Poznań,2:0
554,1994-05-14,,Lech Poznań,ŁKS Łódź,0:1
555,1994-05-14,,Siarka Tarnobrzeg,TS Tygodnik Miliarder Pniewy,2:3
556,1994-05-14,,Hutnik Kraków,Polonia Warszawa,1:0
557,1994-05-14,,Zagłębie Lubin,Górnik Zabrze,2:2
558,1994-05-21,,Zagłębie Lubin,Pogoń Szczecin,0:0
559,1994-05-21,,Górnik Zabrze,Hutnik Kraków,1:2
560,1994-05-21,,Polonia Warszawa,Siarka Tarnobrzeg,2:1
561,1994-05-21,,TS Tygodnik Miliarder Pniewy,Lech Poznań,0:0
562,1994-05-21,,ŁKS Łódź,Widzew Łódź,0:0
563,1994-05-21,,Warta Poznań,FKS Stal Mielec,1:2
564,1994-05-21,,Zawisza Bydgoszcz,Legia Warszawa,0:6
565,1994-05-21,,Stal Stalowa Wola,Ruch Chorzów,3:1
566,1994-05-21,,Wisła Kraków,GKS Katowice,1:1
567,1994-05-28,,Pogoń Szczecin,Wisła Kraków,3:1
568,1994-05-28,,GKS Katowice,Stal Stalowa Wola,2:2
569,1994-05-28,,Ruch Chorzów,Zawisza Bydgoszcz,3:2
570,1994-05-28,,Legia Warszawa,Warta Poznań,3:2
571,1994-05-28,,FKS Stal Mielec,ŁKS Łódź,0:0
572,1994-05-28,,Widzew Łódź,TS Tygodnik Miliarder Pniewy,2:2
573,1994-05-28,,Lech Poznań,Polonia Warszawa,1:1
574,1994-05-28,,Siarka Tarnobrzeg,Górnik Zabrze,0:3
575,1994-05-28,,Hutnik Kraków,Zagłębie Lubin,2:1
576,1994-06-01,,Hutnik Kraków,Pogoń Szczecin,1:1
577,1994-06-01,,Zagłębie Lubin,Siarka Tarnobrzeg,0:0
578,1994-06-01,,Górnik Zabrze,Lech Poznań,1:0
579,1994-06-01,,Polonia Warszawa,Widzew Łódź,0:3
580,1994-06-01,,TS Tygodnik Miliarder Pniewy,FKS Stal Mielec,0:1
581,1994-06-01,,ŁKS Łódź,Legia Warszawa,0:1
582,1994-06-01,,Warta Poznań,Ruch Chorzów,2:0
583,1994-06-01,,Zawisza Bydgoszcz,GKS Katowice,0:3
584,1994-06-01,,Stal Stalowa Wola,Wisła Kraków,0:0
585,1994-06-04,,Pogoń Szczecin,Stal Stalowa Wola,3:0
586,1994-06-04,,Wisła Kraków,Zawisza Bydgoszcz,2:0
587,1994-06-04,,GKS Katowice,Warta Poznań,3:0
588,1994-06-04,,Ruch Chorzów,ŁKS Łódź,4:1
589,1994-06-04,,Legia Warszawa,TS Tygodnik Miliarder Pniewy,5:0
590,1994-06-04,,FKS Stal Mielec,Polonia Warszawa,3:0
591,1994-06-04,,Widzew Łódź,Górnik Zabrze,2:0
592,1994-06-04,,Lech Poznań,Zagłębie Lubin,4:0
593,1994-06-04,,Siarka Tarnobrzeg,Hutnik Kraków,0:4
594,1994-06-11,,Siarka Tarnobrzeg,Pogoń Szczecin,0:2
595,1994-06-11,,Hutnik Kraków,Lech Poznań,2:0
596,1994-06-11,,Zagłębie Lubin,Widzew Łódź,1:3
597,1994-06-11,,Górnik Zabrze,FKS Stal Mielec,5:0
598,1994-06-11,,Polonia Warszawa,Legia Warszawa,1:2
599,1994-06-11,,TS Tygodnik Miliarder Pniewy,Ruch Chorzów,2:2
600,1994-06-11,,ŁKS Łódź,GKS Katowice,1:2
601,1994-06-11,,Warta Poznań,Wisła Kraków,1:0
602,1994-06-11,,Zawisza Bydgoszcz,Stal Stalowa Wola,0:1
603,1994-06-15,,Pogoń Szczecin,Zawisza Bydgoszcz,3:0
604,1994-06-15,,Stal Stalowa Wola,Warta Poznań,0:0
605,1994-06-15,,Wisła Kraków,ŁKS Łódź,1:2
606,1994-06-15,,GKS Katowice,TS Tygodnik Miliarder Pniewy,3:0
607,1994-06-15,,Ruch Chorzów,Polonia Warszawa,5:0
608,1994-06-15,,Legia Warszawa,Górnik Zabrze,1:1
609,1994-06-15,,FKS Stal Mielec,Zagłębie Lubin,1:0
610,1994-06-15,,Widzew Łódź,Hutnik Kraków,3:0
611,1994-06-15,,Lech Poznań,Siarka Tarnobrzeg,2:1
612,1992-08-08,,GKS Katowice,Górnik Zabrze,0:0
613,1992-08-08,,Lech Poznań,Śląsk Wrocław,3:1
614,1992-08-08,,Szombierki Bytom,Widzew Łódź,0:1
615,1992-08-08,,Zawisza Bydgoszcz,Hutnik Kraków,2:2
616,1992-08-08,,Pogoń Szczecin,Ruch Chorzów,0:3
617,1992-08-08,,Wisła Kraków,FKS Stal Mielec,2:0
618,1992-08-08,,ŁKS Łódź,Legia Warszawa,1:1
619,1992-08-08,,Siarka Tarnobrzeg,Olimpia Poznań,3:0
620,1992-08-08,,Jagiellonia Białystok,Zagłębie Lubin,1:2
621,1992-08-15,,Górnik Zabrze,Zagłębie Lubin,3:1
622,1992-08-15,,Olimpia Poznań,Jagiellonia Białystok,1:1
623,1992-08-15,,Legia Warszawa,Siarka Tarnobrzeg,2:0
624,1992-08-15,,FKS Stal Mielec,ŁKS Łódź,1:1
625,1992-08-15,,Ruch Chorzów,Wisła Kraków,2:1
626,1992-08-15,,Hutnik Kraków,Pogoń Szczecin,3:0
627,1992-08-15,,Widzew Łódź,Zawisza Bydgoszcz,2:1
628,1992-08-15,,Śląsk Wrocław,Szombierki Bytom,3:3
629,1992-08-15,,GKS Katowice,Lech Poznań,1:3
630,1992-08-19,,Lech Poznań,Górnik Zabrze,5:0
631,1992-08-19,,Szombierki Bytom,GKS Katowice,0:3
632,1992-08-19,,Zawisza Bydgoszcz,Śląsk Wrocław,0:0
633,1992-08-19,,Pogoń Szczecin,Widzew Łódź,1:1
634,1992-08-19,,Wisła Kraków,Hutnik Kraków,1:1
635,1992-08-19,,ŁKS Łódź,Ruch Chorzów,2:1
636,1992-08-19,,Siarka Tarnobrzeg,FKS Stal Mielec,2:2
637,1992-08-19,,Jagiellonia Białystok,Legia Warszawa,3:1
638,1992-08-19,,Zagłębie Lubin,Olimpia Poznań,2:0
639,1992-08-22,,Górnik Zabrze,Olimpia Poznań,4:0
640,1992-08-22,,Legia Warszawa,Zagłębie Lubin,2:1
641,1992-08-22,,FKS Stal Mielec,Jagiellonia Białystok,4:1
642,1992-08-22,,Ruch Chorzów,Siarka Tarnobrzeg,3:1
643,1992-08-22,,Hutnik Kraków,ŁKS Łódź,2:3
644,1992-08-22,,Widzew Łódź,Wisła Kraków,2:0
645,1992-08-22,,Śląsk Wrocław,Pogoń Szczecin,3:1
646,1992-08-22,,GKS Katowice,Zawisza Bydgoszcz,2:1
647,1992-08-22,,Lech Poznań,Szombierki Bytom,1:0
648,1992-08-29,,Szombierki Bytom,Górnik Zabrze,1:0
649,1992-08-29,,Zawisza Bydgoszcz,Lech Poznań,0:2
650,1992-08-29,,Pogoń Szczecin,GKS Katowice,1:1
651,1992-08-29,,Wisła Kraków,Śląsk Wrocław,5:0
652,1992-08-29,,ŁKS Łódź,Widzew Łódź,3:3
653,1992-08-29,,Siarka Tarnobrzeg,Hutnik Kraków,2:0
654,1992-08-29,,Jagiellonia Białystok,Ruch Chorzów,0:3
655,1992-08-29,,Zagłębie Lubin,FKS Stal Mielec,1:1
656,1992-08-29,,Olimpia Poznań,Legia Warszawa,1:3
657,1992-09-02,,Górnik Zabrze,Legia Warszawa,0:3
658,1992-09-02,,FKS Stal Mielec,Olimpia Poznań,2:0
659,1992-09-02,,Ruch Chorzów,Zagłębie Lubin,1:0
660,1992-09-02,,Hutnik Kraków,Jagiellonia Białystok,4:0
661,1992-09-02,,Widzew Łódź,Siarka Tarnobrzeg,3:0
662,1992-09-02,,Śląsk Wrocław,ŁKS Łódź,0:1
663,1992-09-02,,GKS Katowice,Wisła Kraków,2:0
664,1992-09-02,,Lech Poznań,Pogoń Szczecin,3:0
665,1992-09-02,,Szombierki Bytom,Zawisza Bydgoszcz,0:0
666,1992-09-05,,Zawisza Bydgoszcz,Górnik Zabrze,1:0
667,1992-09-05,,Pogoń Szczecin,Szombierki Bytom,2:1
668,1992-09-05,,Wisła Kraków,Lech Poznań,0:0
669,1992-09-05,,ŁKS Łódź,GKS Katowice,1:0
670,1992-09-05,,Siarka Tarnobrzeg,Śląsk Wrocław,3:1
671,1992-09-05,,Jagiellonia Białystok,Widzew Łódź,0:3
672,1992-09-05,,Zagłębie Lubin,Hutnik Kraków,1:0
673,1992-09-05,,Olimpia Poznań,Ruch Chorzów,1:0
674,1992-09-05,,Legia Warszawa,FKS Stal Mielec,1:0
675,1992-09-12,,Górnik Zabrze,FKS Stal Mielec,0:0
676,1992-09-12,,Ruch Chorzów,Legia Warszawa,2:0
677,1992-09-12,,Hutnik Kraków,Olimpia Poznań,1:0
678,1992-09-12,,Widzew Łódź,Zagłębie Lubin,2:2
679,1992-09-12,,Śląsk Wrocław,Jagiellonia Białystok,2:1
680,1992-09-12,,GKS Katowice,Siarka Tarnobrzeg,4:1
681,1992-09-12,,Lech Poznań,ŁKS Łódź,0:0
682,1992-09-12,,Szombierki Bytom,Wisła Kraków,2:1
683,1992-09-12,,Zawisza Bydgoszcz,Pogoń Szczecin,0:3
684,1992-09-26,,Pogoń Szczecin,Górnik Zabrze,0:0
685,1992-09-26,,Wisła Kraków,Zawisza Bydgoszcz,6:1
686,1992-09-26,,ŁKS Łódź,Szombierki Bytom,2:1
687,1992-09-26,,Siarka Tarnobrzeg,Lech Poznań,0:1
688,1992-09-26,,Jagiellonia Białystok,GKS Katowice,0:0
689,1992-09-26,,Zagłębie Lubin,Śląsk Wrocław,7:0
690,1992-09-26,,Olimpia Poznań,Widzew Łódź,2:2
691,1992-09-26,,Legia Warszawa,Hutnik Kraków,2:0
692,1992-09-26,,FKS Stal Mielec,Ruch Chorzów,2:1
693,1992-10-03,,Górnik Zabrze,Ruch Chorzów,1:1
694,1992-10-03,,Hutnik Kraków,FKS Stal Mielec,1:1
695,1992-10-03,,Widzew Łódź,Legia Warszawa,2:0
696,1992-10-03,,Śląsk Wrocław,Olimpia Poznań,0:4
697,1992-10-03,,GKS Katowice,Zagłębie Lubin,2:0
698,1992-10-03,,Lech Poznań,Jagiellonia Białystok,5:0
699,1992-10-03,,Szombierki Bytom,Siarka Tarnobrzeg,4:2
700,1992-10-03,,Zawisza Bydgoszcz,ŁKS Łódź,1:3
701,1992-10-03,,Pogoń Szczecin,Wisła Kraków,1:1
702,1992-10-07,,Wisła Kraków,Górnik Zabrze,1:1
703,1992-10-07,,ŁKS Łódź,Pogoń Szczecin,2:0
704,1992-10-07,,Siarka Tarnobrzeg,Zawisza Bydgoszcz,2:0
705,1992-10-07,,Jagiellonia Białystok,Szombierki Bytom,2:3
706,1992-10-07,,Zagłębie Lubin,Lech Poznań,2:2
707,1992-10-07,,Olimpia Poznań,GKS Katowice,1:0
708,1992-10-07,,Legia Warszawa,Śląsk Wrocław,1:0
709,1992-10-07,,FKS Stal Mielec,Widzew Łódź,1:1
710,1992-10-07,,Ruch Chorzów,Hutnik Kraków,2:1
711,1992-10-17,,Górnik Zabrze,Hutnik Kraków,1:1
712,1992-10-17,,Widzew Łódź,Ruch Chorzów,3:3
713,1992-10-17,,Śląsk Wrocław,FKS Stal Mielec,0:2
714,1992-10-17,,GKS Katowice,Legia Warszawa,1:1
715,1992-10-17,,Lech Poznań,Olimpia Poznań,6:1
716,1992-10-17,,Szombierki Bytom,Zagłębie Lubin,1:1
717,1992-10-17,,Zawisza Bydgoszcz,Jagiellonia Białystok,4:3
718,1992-10-17,,Pogoń Szczecin,Siarka Tarnobrzeg,0:0
719,1992-10-17,,Wisła Kraków,ŁKS Łódź,0:3
720,1992-10-24,,ŁKS Łódź,Górnik Zabrze,1:2
721,1992-10-24,,Siarka Tarnobrzeg,Wisła Kraków,0:0
722,1992-10-24,,Jagiellonia Białystok,Pogoń Szczecin,0:1
723,1992-10-24,,Zagłębie Lubin,Zawisza Bydgoszcz,4:1
724,1992-10-24,,Olimpia Poznań,Szombierki Bytom,1:2
725,1992-10-24,,Legia Warszawa,Lech Poznań,1:1
726,1992-10-24,,FKS Stal Mielec,GKS Katowice,2:1
727,1992-10-24,,Ruch Chorzów,Śląsk Wrocław,5:0
728,1992-10-24,,Hutnik Kraków,Widzew Łódź,2:2
729,1992-10-31,,Górnik Zabrze,Widzew Łódź,1:2
730,1992-10-31,,Śląsk Wrocław,Hutnik Kraków,1:0
731,1992-10-31,,GKS Katowice,Ruch Chorzów,1:1
732,1992-10-31,,Lech Poznań,FKS Stal Mielec,0:0
733,1992-10-31,,Szombierki Bytom,Legia Warszawa,1:2
734,1992-10-31,,Zawisza Bydgoszcz,Olimpia Poznań,3:0
735,1992-10-31,,Pogoń Szczecin,Zagłębie Lubin,0:0
736,1992-10-31,,Wisła Kraków,Jagiellonia Białystok,6:3
737,1992-10-31,,ŁKS Łódź,Siarka Tarnobrzeg,3:0
738,1992-11-07,,Siarka Tarnobrzeg,Górnik Zabrze,1:1
739,1992-11-07,,Jagiellonia Białystok,ŁKS Łódź,1:2
740,1992-11-07,,Zagłębie Lubin,Wisła Kraków,3:0
741,1992-11-07,,Olimpia Poznań,Pogoń Szczecin,1:2
742,1992-11-07,,Legia Warszawa,Zawisza Bydgoszcz,5:1
743,1992-11-07,,FKS Stal Mielec,Szombierki Bytom,1:1
744,1992-11-07,,Ruch Chorzów,Lech Poznań,2:0
745,1992-11-07,,Hutnik Kraków,GKS Katowice,1:4
746,1992-11-07,,Widzew Łódź,Śląsk Wrocław,2:0
747,1992-11-14,,Górnik Zabrze,Śląsk Wrocław,3:2
748,1992-11-14,,GKS Katowice,Widzew Łódź,1:3
749,1992-11-14,,Lech Poznań,Hutnik Kraków,7:1
750,1992-11-14,,Szombierki Bytom,Ruch Chorzów,0:4
751,1992-11-14,,Zawisza Bydgoszcz,FKS Stal Mielec,1:3
752,1992-11-14,,Pogoń Szczecin,Legia Warszawa,1:1
753,1992-11-14,,Wisła Kraków,Olimpia Poznań,1:0
754,1992-11-14,,ŁKS Łódź,Zagłębie Lubin,2:1
755,1992-11-14,,Siarka Tarnobrzeg,Jagiellonia Białystok,2:0
756,1992-11-21,,Jagiellonia Białystok,Górnik Zabrze,2:2
757,1992-11-21,,Zagłębie Lubin,Siarka Tarnobrzeg,2:0
758,1992-11-21,,Olimpia Poznań,ŁKS Łódź,2:0
759,1992-11-21,,Legia Warszawa,Wisła Kraków,1:1
760,1992-11-21,,FKS Stal Mielec,Pogoń Szczecin,1:1
761,1992-11-21,,Ruch Chorzów,Zawisza Bydgoszcz,2:0
762,1992-11-21,,Hutnik Kraków,Szombierki Bytom,3:0
763,1992-11-21,,Widzew Łódź,Lech Poznań,0:3
764,1992-11-21,,Śląsk Wrocław,GKS Katowice,3:1
765,1993-03-06,,Górnik Zabrze,GKS Katowice,1:1
766,1993-03-06,,Śląsk Wrocław,Lech Poznań,0:0
767,1993-03-06,,Widzew Łódź,Szombierki Bytom,1:0
768,1993-03-06,,Hutnik Kraków,Zawisza Bydgoszcz,0:1
769,1993-03-06,,Ruch Chorzów,Pogoń Szczecin,0:1
770,1993-03-06,,FKS Stal Mielec,Wisła Kraków,0:0
771,1993-03-06,,Legia Warszawa,ŁKS Łódź,2:0
772,1993-03-06,,Olimpia Poznań,Siarka Tarnobrzeg,1:1
773,1993-03-06,,Zagłębie Lubin,Jagiellonia Białystok,3:0
774,1993-03-13,,Zagłębie Lubin,Górnik Zabrze,0:1
775,1993-03-13,,Jagiellonia Białystok,Olimpia Poznań,2:1
776,1993-03-13,,Siarka Tarnobrzeg,Legia Warszawa,1:2
777,1993-03-13,,ŁKS Łódź,FKS Stal Mielec,0:0
778,1993-03-13,,Wisła Kraków,Ruch Chorzów,0:1
779,1993-03-13,,Pogoń Szczecin,Hutnik Kraków,2:0
780,1993-03-13,,Zawisza Bydgoszcz,Widzew Łódź,1:1
781,1993-03-13,,Szombierki Bytom,Śląsk Wrocław,1:2
782,1993-03-13,,Lech Poznań,GKS Katowice,1:2
783,1993-03-20,,Górnik Zabrze,Lech Poznań,2:2
784,1993-03-20,,GKS Katowice,Szombierki Bytom,5:0
785,1993-03-20,,Śląsk Wrocław,Zawisza Bydgoszcz,0:0
786,1993-03-20,,Widzew Łódź,Pogoń Szczecin,2:1
787,1993-03-20,,Hutnik Kraków,Wisła Kraków,2:2
788,1993-03-20,,Ruch Chorzów,ŁKS Łódź,2:2
789,1993-03-20,,FKS Stal Mielec,Siarka Tarnobrzeg,2:0
790,1993-03-20,,Legia Warszawa,Jagiellonia Białystok,1:0
791,1993-03-20,,Olimpia Poznań,Zagłębie Lubin,0:0
792,1993-03-27,,Olimpia Poznań,Górnik Zabrze,0:0
793,1993-03-27,,Zagłębie Lubin,Legia Warszawa,3:1
794,1993-03-27,,Jagiellonia Białystok,FKS Stal Mielec,0:5
795,1993-03-27,,Siarka Tarnobrzeg,Ruch Chorzów,1:0
796,1993-03-27,,ŁKS Łódź,Hutnik Kraków,2:2
